PlotTag,Species4,SppCommon,DBHClass,DBHmid,StemCount,TotalSaplings,TotalSeedlings,SapAreaha,Species2,Year,TreeStatus,PlotGrid,UTM.Easting,UTM.Northing,"Transect No.",PlotRadiusm,PlotAreaha,Elevationm,Aspectdeg,Slopeper,FirstMeasured,SecondMeasured,ThirdMeasured,Time9505yr,Time0515yr,ElevB,foresttype
p437,ACPE,"striped maple",6to8cm,7,0,4,12,0.0024,STM,1995,1,Densified,277000,4868175,770,12.62,0.05,660,355,29.990869067171,1998,2008,2018,10,10,M,NA
p438,FAGR,beech,6to8cm,7,0,9,15,0.0024,AB,1995,1,Densified,277000,4868150,770,12.62,0.05,690,40,3.68625229902169,1998,2008,2018,10,10,M,NA
p438,ACPE,"striped maple",6to8cm,7,0,2,1,0.0024,STM,1995,1,Densified,277000,4868150,770,12.62,0.05,690,40,3.68625229902169,1998,2008,2018,10,10,M,NA
p439,FAGR,beech,6to8cm,7,0,16,5,0.0024,AB,1995,1,Densified,277000,4868125,770,12.62,0.05,660,55,11.0499173422324,1998,2008,2018,10,10,M,NA
p439,ACSP,"mountain maple",6to8cm,7,0,2,0,0.0024,MM,1995,1,Densified,277000,4868125,770,12.62,0.05,660,55,11.0499173422324,1998,2008,2018,10,10,M,NA
p439,PIRU,"red spruce",6to8cm,7,0,0,1,0.0024,RS,1995,1,Densified,277000,4868125,770,12.62,0.05,660,55,11.0499173422324,1998,2008,2018,10,10,M,NA
p439,ACSA,"sugar maple",6to8cm,7,0,1,0,0.0024,SM,1995,1,Densified,277000,4868125,770,12.62,0.05,660,55,11.0499173422324,1998,2008,2018,10,10,M,NA
p440,FAGR,beech,6to8cm,7,0,15,6,0.0024,AB,1995,1,Densified,277000,4867575,770,12.62,0.05,690,80,34.1077096341124,1998,2008,2018,10,10,M,NA
p440,PIRU,"red spruce",6to8cm,7,0,1,0,0.0024,RS,1995,1,Densified,277000,4867575,770,12.62,0.05,690,80,34.1077096341124,1998,2008,2018,10,10,M,NA
p440,ACSA,"sugar maple",6to8cm,7,0,0,4,0.0024,SM,1995,1,Densified,277000,4867575,770,12.62,0.05,690,80,34.1077096341124,1998,2008,2018,10,10,M,NA
p440,ACPE,"striped maple",6to8cm,7,0,5,3,0.0024,STM,1995,1,Densified,277000,4867575,770,12.62,0.05,690,80,34.1077096341124,1998,2008,2018,10,10,M,NA
p441,FAGR,beech,6to8cm,7,0,12,4,0.0024,AB,1995,1,Densified,277000,4867550,770,12.62,0.05,700,60,27.1069363618818,1998,2008,2018,10,10,M,NA
p441,ACSP,"mountain maple",6to8cm,7,0,1,7,0.0024,MM,1995,1,Densified,277000,4867550,770,12.62,0.05,700,60,27.1069363618818,1998,2008,2018,10,10,M,NA
p441,ACSA,"sugar maple",6to8cm,7,0,0,3,0.0024,SM,1995,1,Densified,277000,4867550,770,12.62,0.05,700,60,27.1069363618818,1998,2008,2018,10,10,M,NA
p441,ACPE,"striped maple",6to8cm,7,0,8,1,0.0024,STM,1995,1,Densified,277000,4867550,770,12.62,0.05,700,60,27.1069363618818,1998,2008,2018,10,10,M,NA
p442,FAGR,beech,6to8cm,7,0,5,4,0.0024,AB,1995,1,Densified,277000,4867525,770,12.62,0.05,705,85,42.6765372034433,1998,2008,2018,10,10,M,NA
p442,ACSA,"sugar maple",6to8cm,7,0,2,2,0.0024,SM,1995,1,Densified,277000,4867525,770,12.62,0.05,705,85,42.6765372034433,1998,2008,2018,10,10,M,NA
p442,BEAL,"yellow birch",6to8cm,7,1,1,0,0.0024,YB,1995,1,Densified,277000,4867525,770,12.62,0.05,705,85,42.6765372034433,1998,2008,2018,10,10,M,NA
p443,FAGR,beech,6to8cm,7,0,4,7,0.0024,AB,1995,1,Densified,281000,4869075,810,12.62,0.05,460,300,2.32752583555563,1998,2008,2018,10,10,L,NA
p443,ACSA,"sugar maple",6to8cm,7,0,0,1,0.0024,SM,1995,1,Densified,281000,4869075,810,12.62,0.05,460,300,2.32752583555563,1998,2008,2018,10,10,L,NA
p443,ACPE,"striped maple",6to8cm,7,0,0,6,0.0024,STM,1995,1,Densified,281000,4869075,810,12.62,0.05,460,300,2.32752583555563,1998,2008,2018,10,10,L,NA
p443,FRAM,"white ash",6to8cm,7,0,0,1,0.0024,WA,1995,1,Densified,281000,4869075,810,12.62,0.05,460,300,2.32752583555563,1998,2008,2018,10,10,L,NA
p444,FAGR,beech,6to8cm,7,1,4,9,0.0024,AB,1995,1,Densified,281000,4869050,810,12.62,0.05,460,322,13.0666189872048,1998,2008,2018,10,10,L,NA
p444,ACSP,"mountain maple",6to8cm,7,0,0,1,0.0024,MM,1995,1,Densified,281000,4869050,810,12.62,0.05,460,322,13.0666189872048,1998,2008,2018,10,10,L,NA
p444,ACSA,"sugar maple",6to8cm,7,0,0,2,0.0024,SM,1995,1,Densified,281000,4869050,810,12.62,0.05,460,322,13.0666189872048,1998,2008,2018,10,10,L,NA
p444,ACPE,"striped maple",6to8cm,7,0,1,13,0.0024,STM,1995,1,Densified,281000,4869050,810,12.62,0.05,460,322,13.0666189872048,1998,2008,2018,10,10,L,NA
p445,FAGR,beech,6to8cm,7,0,0,7,0.0024,AB,1995,1,Densified,281000,4869025,810,12.62,0.05,490,130,10.6084674230367,1998,2008,2018,10,10,L,NA
p445,ACSA,"sugar maple",6to8cm,7,0,1,4,0.0024,SM,1995,1,Densified,281000,4869025,810,12.62,0.05,490,130,10.6084674230367,1998,2008,2018,10,10,L,NA
p445,ACPE,"striped maple",6to8cm,7,0,0,8,0.0024,STM,1995,1,Densified,281000,4869025,810,12.62,0.05,490,130,10.6084674230367,1998,2008,2018,10,10,L,NA
p446,ABBA,"balsam fir",6to8cm,7,1,3,4,0.0024,BF,1995,1,Densified,282000,4870275,820,12.62,0.05,625,270,11.3935608301645,1998,2008,2018,10,10,L,NA
p446,UNKN,unknown,6to8cm,7,0,0,1,0.0024,UK,1995,1,Densified,282000,4870275,820,12.62,0.05,625,270,11.3935608301645,1998,2008,2018,10,10,L,NA
p446,PIRU,"red spruce",6to8cm,7,0,7,4,0.0024,RS,1995,1,Densified,282000,4870275,820,12.62,0.05,625,270,11.3935608301645,1998,2008,2018,10,10,L,NA
p446,ACPE,"striped maple",6to8cm,7,0,0,6,0.0024,STM,1995,1,Densified,282000,4870275,820,12.62,0.05,625,270,11.3935608301645,1998,2008,2018,10,10,L,NA
p447,ABBA,"balsam fir",6to8cm,7,0,5,13,0.0024,BF,1995,1,Densified,282000,4870250,820,12.62,0.05,630,210,20.9518125542608,1998,2008,2018,10,10,M,NA
p447,BEPA,"paper birch",6to8cm,7,0,0,1,0.0024,PB,1995,1,Densified,282000,4870250,820,12.62,0.05,630,210,20.9518125542608,1998,2008,2018,10,10,M,NA
p447,PIRU,"red spruce",6to8cm,7,0,19,4,0.0024,RS,1995,1,Densified,282000,4870250,820,12.62,0.05,630,210,20.9518125542608,1998,2008,2018,10,10,M,NA
p447,ACPE,"striped maple",6to8cm,7,0,0,1,0.0024,STM,1995,1,Densified,282000,4870250,820,12.62,0.05,630,210,20.9518125542608,1998,2008,2018,10,10,M,NA
p448,PIRU,"red spruce",6to8cm,7,0,0,4,0.0024,RS,1995,1,Densified,282000,4870225,820,12.62,0.05,615,210,15.2426156864539,1998,2008,2018,10,10,L,NA
p448,ACPE,"striped maple",6to8cm,7,0,0,9,0.0024,STM,1995,1,Densified,282000,4870225,820,12.62,0.05,615,210,15.2426156864539,1998,2008,2018,10,10,L,NA
p448,BEAL,"yellow birch",6to8cm,7,0,0,2,0.0024,YB,1995,1,Densified,282000,4870225,820,12.62,0.05,615,210,15.2426156864539,1998,2008,2018,10,10,L,NA
p449,FAGR,beech,6to8cm,7,0,0,1,0.0024,AB,1995,1,Densified,282000,4869675,820,12.62,0.05,420,192,15.6595821004312,1998,2008,2018,10,10,L,NA
p449,ACRU,"red maple",6to8cm,7,0,0,1,0.0024,RM,1995,1,Densified,282000,4869675,820,12.62,0.05,420,192,15.6595821004312,1998,2008,2018,10,10,L,NA
p449,ACSA,"sugar maple",6to8cm,7,0,0,1,0.0024,SM,1995,1,Densified,282000,4869675,820,12.62,0.05,420,192,15.6595821004312,1998,2008,2018,10,10,L,NA
p449,ACPE,"striped maple",6to8cm,7,0,2,11,0.0024,STM,1995,1,Densified,282000,4869675,820,12.62,0.05,420,192,15.6595821004312,1998,2008,2018,10,10,L,NA
p450,FAGR,beech,6to8cm,7,0,3,9,0.0024,AB,1995,1,Densified,282000,4869650,820,12.62,0.05,410,170,25.4483794019944,1998,2008,2018,10,10,L,NA
p450,ACSP,"mountain maple",6to8cm,7,0,0,4,0.0024,MM,1995,1,Densified,282000,4869650,820,12.62,0.05,410,170,25.4483794019944,1998,2008,2018,10,10,L,NA
p450,ACSA,"sugar maple",6to8cm,7,1,5,8,0.0024,SM,1995,1,Densified,282000,4869650,820,12.62,0.05,410,170,25.4483794019944,1998,2008,2018,10,10,L,NA
p450,ACPE,"striped maple",6to8cm,7,0,1,8,0.0024,STM,1995,1,Densified,282000,4869650,820,12.62,0.05,410,170,25.4483794019944,1998,2008,2018,10,10,L,NA
p451,FAGR,beech,6to8cm,7,0,10,6,0.0024,AB,1995,1,Densified,282000,4869625,820,12.62,0.05,405,200,8.06532735123634,1998,2008,2018,10,10,L,NA
p451,ACSP,"mountain maple",6to8cm,7,0,0,2,0.0024,MM,1995,1,Densified,282000,4869625,820,12.62,0.05,405,200,8.06532735123634,1998,2008,2018,10,10,L,NA
p451,ACSA,"sugar maple",6to8cm,7,0,0,6,0.0024,SM,1995,1,Densified,282000,4869625,820,12.62,0.05,405,200,8.06532735123634,1998,2008,2018,10,10,L,NA
p451,ACPE,"striped maple",6to8cm,7,0,0,4,0.0024,STM,1995,1,Densified,282000,4869625,820,12.62,0.05,405,200,8.06532735123634,1998,2008,2018,10,10,L,NA
p452,FAGR,beech,6to8cm,7,0,5,7,0.0024,AB,1995,1,Densified,282000,4869075,820,12.62,0.05,385,347,2.35663061280646,1998,2008,2018,10,10,L,NA
p452,PIRU,"red spruce",6to8cm,7,1,1,3,0.0024,RS,1995,1,Densified,282000,4869075,820,12.62,0.05,385,347,2.35663061280646,1998,2008,2018,10,10,L,NA
p452,BEAL,"yellow birch",6to8cm,7,0,1,1,0.0024,YB,1995,1,Densified,282000,4869075,820,12.62,0.05,385,347,2.35663061280646,1998,2008,2018,10,10,L,NA
p453,FAGR,beech,6to8cm,7,0,6,4,0.0024,AB,1995,1,Densified,282000,4869050,820,12.62,0.05,400,30,3.78335029362594,1998,2008,2018,10,10,L,NA
p453,PIRU,"red spruce",6to8cm,7,0,0,3,0.0024,RS,1995,1,Densified,282000,4869050,820,12.62,0.05,400,30,3.78335029362594,1998,2008,2018,10,10,L,NA
p454,FAGR,beech,6to8cm,7,1,9,4,0.0024,AB,1995,1,Densified,282000,4869025,820,12.62,0.05,400,44,9.80508572823969,1998,2008,2018,10,10,L,NA
p454,PIRU,"red spruce",6to8cm,7,0,0,1,0.0024,RS,1995,1,Densified,282000,4869025,820,12.62,0.05,400,44,9.80508572823969,1998,2008,2018,10,10,L,NA
p455,FAGR,beech,6to8cm,7,0,2,4,0.0024,AB,1995,1,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p455,ACSP,"mountain maple",6to8cm,7,0,0,1,0.0024,MM,1995,1,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p455,PIRU,"red spruce",6to8cm,7,0,1,0,0.0024,RS,1995,1,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p455,ACSA,"sugar maple",6to8cm,7,0,1,0,0.0024,SM,1995,1,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p455,ACPE,"striped maple",6to8cm,7,0,1,2,0.0024,STM,1995,1,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p456,FAGR,beech,6to8cm,7,0,6,16,0.0024,AB,1995,1,Densified,283000,4869650,830,12.62,0.05,310,90,27.7324544059838,1998,2008,2018,10,10,L,NA
p456,TSCA,hemlock,6to8cm,7,1,1,0,0.0024,EH,1995,1,Densified,283000,4869650,830,12.62,0.05,310,90,27.7324544059838,1998,2008,2018,10,10,L,NA
p456,PIRU,"red spruce",6to8cm,7,0,0,1,0.0024,RS,1995,1,Densified,283000,4869650,830,12.62,0.05,310,90,27.7324544059838,1998,2008,2018,10,10,L,NA
p456,ACSA,"sugar maple",6to8cm,7,0,1,0,0.0024,SM,1995,1,Densified,283000,4869650,830,12.62,0.05,310,90,27.7324544059838,1998,2008,2018,10,10,L,NA
p457,FAGR,beech,6to8cm,7,0,0,3,0.0024,AB,1995,1,Densified,283000,4869625,830,12.62,0.05,305,120,20.6483390801742,1998,2008,2018,10,10,L,NA
p457,UNKN,unknown,6to8cm,7,0,0,1,0.0024,UK,1995,1,Densified,283000,4869625,830,12.62,0.05,305,120,20.6483390801742,1998,2008,2018,10,10,L,NA
p458,FAGR,beech,6to8cm,7,0,3,5,0.0024,AB,1995,1,Densified,283000,4869375,830,12.62,0.05,295,100,16.1367676409459,1998,2008,2018,10,10,L,NA
p459,FAGR,beech,6to8cm,7,0,1,5,0.0024,AB,1995,1,Densified,283000,4869350,830,12.62,0.05,290,140,8.94430958668299,1998,2008,2018,10,10,L,NA
p459,ACPE,"striped maple",6to8cm,7,0,0,1,0.0024,STM,1995,1,Densified,283000,4869350,830,12.62,0.05,290,140,8.94430958668299,1998,2008,2018,10,10,L,NA
p460,FAGR,beech,6to8cm,7,1,4,6,0.0024,AB,1995,1,Densified,283000,4869325,830,12.62,0.05,285,140,11.9832870286757,1998,2008,2018,10,10,L,NA
p001,FAGR,beech,8to10cm,9,0,2,0,0.0024,AB,1995,1,Core,280000,4868400,800,12.62,0.05,470,166,21.8441583948544,1995,2005,2015,10,10,L,NH.high
p001,ACSP,"mountain maple",8to10cm,9,0,1,1,0.0024,MM,1995,1,Core,280000,4868400,800,12.62,0.05,470,166,21.8441583948544,1995,2005,2015,10,10,L,NH.high
p001,ACSA,"sugar maple",8to10cm,9,0,2,13,0.0024,SM,1995,1,Core,280000,4868400,800,12.62,0.05,470,166,21.8441583948544,1995,2005,2015,10,10,L,NH.high
p001,ACPE,"striped maple",8to10cm,9,0,3,2,0.0024,STM,1995,1,Core,280000,4868400,800,12.62,0.05,470,166,21.8441583948544,1995,2005,2015,10,10,L,NH.high
p001,UNKN,unknown,8to10cm,9,0,0,1,0.0024,UK,1995,1,Core,280000,4868400,800,12.62,0.05,470,166,21.8441583948544,1995,2005,2015,10,10,L,NH.high
p002,FAGR,beech,8to10cm,9,0,1,1,0.0024,AB,1995,1,Core,280000,4868500,800,12.62,0.05,490,194,14.9451001349127,1995,2005,2015,10,10,L,NH.high
p002,ACSP,"mountain maple",8to10cm,9,0,0,6,0.0024,MM,1995,1,Core,280000,4868500,800,12.62,0.05,490,194,14.9451001349127,1995,2005,2015,10,10,L,NH.high
p002,PIRU,"red spruce",8to10cm,9,0,2,0,0.0024,RS,1995,1,Core,280000,4868500,800,12.62,0.05,490,194,14.9451001349127,1995,2005,2015,10,10,L,NH.high
p002,ACSA,"sugar maple",8to10cm,9,0,0,1,0.0024,SM,1995,1,Core,280000,4868500,800,12.62,0.05,490,194,14.9451001349127,1995,2005,2015,10,10,L,NH.high
p002,ACPE,"striped maple",8to10cm,9,0,2,1,0.0024,STM,1995,1,Core,280000,4868500,800,12.62,0.05,490,194,14.9451001349127,1995,2005,2015,10,10,L,NH.high
p003,FAGR,beech,8to10cm,9,0,2,0,0.0024,AB,1995,1,Core,280000,4868700,800,12.62,0.05,570,192,34.4978496454214,1995,2005,2015,10,10,L,NH.wood
p003,ACPE,"striped maple",8to10cm,9,0,1,1,0.0024,STM,1995,1,Core,280000,4868700,800,12.62,0.05,570,192,34.4978496454214,1995,2005,2015,10,10,L,NH.wood
p005,FAGR,beech,8to10cm,9,0,0,2,0.0024,AB,1995,1,Core,280000,4869000,800,12.62,0.05,590,50,13.1652497587395,1995,2005,2015,10,10,L,SF.spruce
p005,ABBA,"balsam fir",8to10cm,9,1,1,0,0.0024,BF,1995,1,Core,280000,4869000,800,12.62,0.05,590,50,13.1652497587395,1995,2005,2015,10,10,L,SF.spruce
p005,PIRU,"red spruce",8to10cm,9,0,1,2,0.0024,RS,1995,1,Core,280000,4869000,800,12.62,0.05,590,50,13.1652497587395,1995,2005,2015,10,10,L,SF.spruce
p005,ACPE,"striped maple",8to10cm,9,0,2,8,0.0024,STM,1995,1,Core,280000,4869000,800,12.62,0.05,590,50,13.1652497587395,1995,2005,2015,10,10,L,SF.spruce
p005,BEAL,"yellow birch",8to10cm,9,0,0,4,0.0024,YB,1995,1,Core,280000,4869000,800,12.62,0.05,590,50,13.1652497587395,1995,2005,2015,10,10,L,SF.spruce
p006,FAGR,beech,8to10cm,9,0,6,1,0.0024,AB,1995,1,Core,280000,4869100,800,12.62,0.05,580,29,15.4411056927102,1995,2005,2015,10,10,L,NH.high
p006,ACSP,"mountain maple",8to10cm,9,0,0,1,0.0024,MM,1995,1,Core,280000,4869100,800,12.62,0.05,580,29,15.4411056927102,1995,2005,2015,10,10,L,NH.high
p006,PIRU,"red spruce",8to10cm,9,0,2,0,0.0024,RS,1995,1,Core,280000,4869100,800,12.62,0.05,580,29,15.4411056927102,1995,2005,2015,10,10,L,NH.high
p006,ACSA,"sugar maple",8to10cm,9,0,1,0,0.0024,SM,1995,1,Core,280000,4869100,800,12.62,0.05,580,29,15.4411056927102,1995,2005,2015,10,10,L,NH.high
p006,ACPE,"striped maple",8to10cm,9,0,1,3,0.0024,STM,1995,1,Core,280000,4869100,800,12.62,0.05,580,29,15.4411056927102,1995,2005,2015,10,10,L,NH.high
p007,FAGR,beech,8to10cm,9,0,3,7,0.0024,AB,1995,1,Core,280000,4869300,800,12.62,0.05,565,67,11.7473001395629,1995,2005,2015,10,10,L,NH.wood
p007,ACSP,"mountain maple",8to10cm,9,0,0,1,0.0024,MM,1995,1,Core,280000,4869300,800,12.62,0.05,565,67,11.7473001395629,1995,2005,2015,10,10,L,NH.wood
p007,ACSA,"sugar maple",8to10cm,9,0,2,11,0.0024,SM,1995,1,Core,280000,4869300,800,12.62,0.05,565,67,11.7473001395629,1995,2005,2015,10,10,L,NH.wood
p007,ACPE,"striped maple",8to10cm,9,0,2,3,0.0024,STM,1995,1,Core,280000,4869300,800,12.62,0.05,565,67,11.7473001395629,1995,2005,2015,10,10,L,NH.wood
p008,FAGR,beech,8to10cm,9,0,2,0,0.0024,AB,1995,1,Core,280000,4869400,800,12.62,0.05,580,72,17.4527938894365,1995,2005,2015,10,10,L,NH.wood
p008,ACPE,"striped maple",8to10cm,9,0,1,1,0.0024,STM,1995,1,Core,280000,4869400,800,12.62,0.05,580,72,17.4527938894365,1995,2005,2015,10,10,L,NH.wood
p009,FAGR,beech,8to10cm,9,0,7,4,0.0024,AB,1995,1,Core,280000,4869600,800,12.62,0.05,580,194,19.297191103603,1995,2005,2015,10,10,L,SF.spruce
p009,PIRU,"red spruce",8to10cm,9,0,0,1,0.0024,RS,1995,1,Core,280000,4869600,800,12.62,0.05,580,194,19.297191103603,1995,2005,2015,10,10,L,SF.spruce
p009,ACPE,"striped maple",8to10cm,9,0,3,12,0.0024,STM,1995,1,Core,280000,4869600,800,12.62,0.05,580,194,19.297191103603,1995,2005,2015,10,10,L,SF.spruce
p009,BEAL,"yellow birch",8to10cm,9,0,0,1,0.0024,YB,1995,1,Core,280000,4869600,800,12.62,0.05,580,194,19.297191103603,1995,2005,2015,10,10,L,SF.spruce
p010,FAGR,beech,8to10cm,9,0,4,4,0.0024,AB,1995,1,Core,280000,4869700,800,12.62,0.05,595,198,9.80508572823969,1995,2005,2015,10,10,L,NH.high
p010,PIRU,"red spruce",8to10cm,9,0,1,0,0.0024,RS,1995,1,Core,280000,4869700,800,12.62,0.05,595,198,9.80508572823969,1995,2005,2015,10,10,L,NH.high
p010,ACPE,"striped maple",8to10cm,9,0,2,12,0.0024,STM,1995,1,Core,280000,4869700,800,12.62,0.05,595,198,9.80508572823969,1995,2005,2015,10,10,L,NH.high
p011,FAGR,beech,8to10cm,9,0,13,8,0.0024,AB,1995,1,Core,280000,4869900,800,12.62,0.05,630,187,7.59705107501998,1995,2005,2015,10,10,M,NH.wood
p011,ACSA,"sugar maple",8to10cm,9,0,1,0,0.0024,SM,1995,1,Core,280000,4869900,800,12.62,0.05,630,187,7.59705107501998,1995,2005,2015,10,10,M,NH.wood
p011,ACPE,"striped maple",8to10cm,9,0,2,3,0.0024,STM,1995,1,Core,280000,4869900,800,12.62,0.05,630,187,7.59705107501998,1995,2005,2015,10,10,M,NH.wood
p012,FAGR,beech,8to10cm,9,0,3,0,0.0024,AB,1995,1,Core,280000,4870000,800,12.62,0.05,640,186,9.51148384142527,1995,2005,2015,10,10,M,NH.wood
p012,ACSA,"sugar maple",8to10cm,9,0,0,4,0.0024,SM,1995,1,Core,280000,4870000,800,12.62,0.05,640,186,9.51148384142527,1995,2005,2015,10,10,M,NH.wood
p012,ACPE,"striped maple",8to10cm,9,0,8,3,0.0024,STM,1995,1,Core,280000,4870000,800,12.62,0.05,640,186,9.51148384142527,1995,2005,2015,10,10,M,NH.wood
p013,FAGR,beech,8to10cm,9,0,21,10,0.0024,AB,1995,1,Core,280000,4870200,800,12.62,0.05,690,120,27.1069363618817,1995,2005,2015,10,10,M,NH.wood
p014,FAGR,beech,8to10cm,9,0,11,4,0.0024,AB,1995,1,Core,280000,4870300,800,12.62,0.05,720,145,19.6393597528532,1995,2005,2015,10,10,H,NH.wood
p015,FAGR,beech,8to10cm,9,0,5,0,0.0024,AB,1995,1,Core,280000,4870500,800,12.62,0.05,750,198,11.7473001395629,1995,2005,2015,10,10,H,SF.firbirch
p015,PIRU,"red spruce",8to10cm,9,0,0,1,0.0024,RS,1995,1,Core,280000,4870500,800,12.62,0.05,750,198,11.7473001395629,1995,2005,2015,10,10,H,SF.firbirch
p015,ACSA,"sugar maple",8to10cm,9,0,0,2,0.0024,SM,1995,1,Core,280000,4870500,800,12.62,0.05,750,198,11.7473001395629,1995,2005,2015,10,10,H,SF.firbirch
p016,FAGR,beech,8to10cm,9,0,6,2,0.0024,AB,1995,1,Core,279500,4870500,795,12.62,0.05,765,155,14.2024307747344,1995,2005,2015,10,10,H,NH.wood
p016,ACSP,"mountain maple",8to10cm,9,0,0,3,0.0024,MM,1995,1,Core,279500,4870500,795,12.62,0.05,765,155,14.2024307747344,1995,2005,2015,10,10,H,NH.wood
p016,PIRU,"red spruce",8to10cm,9,0,4,1,0.0024,RS,1995,1,Core,279500,4870500,795,12.62,0.05,765,155,14.2024307747344,1995,2005,2015,10,10,H,NH.wood
p016,ACPE,"striped maple",8to10cm,9,0,0,1,0.0024,STM,1995,1,Core,279500,4870500,795,12.62,0.05,765,155,14.2024307747344,1995,2005,2015,10,10,H,NH.wood
p016,BEAL,"yellow birch",8to10cm,9,0,0,2,0.0024,YB,1995,1,Core,279500,4870500,795,12.62,0.05,765,155,14.2024307747344,1995,2005,2015,10,10,H,NH.wood
p017,FAGR,beech,8to10cm,9,0,9,4,0.0024,AB,1995,1,Core,279500,4870300,795,12.62,0.05,750,178,12.0816536020798,1995,2005,2015,10,10,H,NH.wood
p017,PIRU,"red spruce",8to10cm,9,0,0,1,0.0024,RS,1995,1,Core,279500,4870300,795,12.62,0.05,750,178,12.0816536020798,1995,2005,2015,10,10,H,NH.wood
p017,ACSA,"sugar maple",8to10cm,9,0,0,16,0.0024,SM,1995,1,Core,279500,4870300,795,12.62,0.05,750,178,12.0816536020798,1995,2005,2015,10,10,H,NH.wood
p017,ACPE,"striped maple",8to10cm,9,0,2,16,0.0024,STM,1995,1,Core,279500,4870300,795,12.62,0.05,750,178,12.0816536020798,1995,2005,2015,10,10,H,NH.wood
p017,FRAM,"white ash",8to10cm,9,0,0,1,0.0024,WA,1995,1,Core,279500,4870300,795,12.62,0.05,750,178,12.0816536020798,1995,2005,2015,10,10,H,NH.wood
p018,FAGR,beech,8to10cm,9,0,6,4,0.0024,AB,1995,1,Core,279500,4870200,795,12.62,0.05,700,186,10.4516067920691,1995,2005,2015,10,10,M,NH.wood
p018,ACSA,"sugar maple",8to10cm,9,0,0,6,0.0024,SM,1995,1,Core,279500,4870200,795,12.62,0.05,700,186,10.4516067920691,1995,2005,2015,10,10,M,NH.wood
p018,ACPE,"striped maple",8to10cm,9,0,0,4,0.0024,STM,1995,1,Core,279500,4870200,795,12.62,0.05,700,186,10.4516067920691,1995,2005,2015,10,10,M,NH.wood
p019,FAGR,beech,8to10cm,9,0,8,3,0.0024,AB,1995,1,Core,279500,4870000,795,12.62,0.05,670,116,14.6874626703797,1995,2005,2015,10,10,M,NH.wood
p019,ACSA,"sugar maple",8to10cm,9,0,2,7,0.0024,SM,1995,1,Core,279500,4870000,795,12.62,0.05,670,116,14.6874626703797,1995,2005,2015,10,10,M,NH.wood
p019,ACPE,"striped maple",8to10cm,9,0,3,6,0.0024,STM,1995,1,Core,279500,4870000,795,12.62,0.05,670,116,14.6874626703797,1995,2005,2015,10,10,M,NH.wood
p019,BEAL,"yellow birch",8to10cm,9,0,0,1,0.0024,YB,1995,1,Core,279500,4870000,795,12.62,0.05,670,116,14.6874626703797,1995,2005,2015,10,10,M,NH.wood
p020,PIRU,"red spruce",8to10cm,9,0,1,5,0.0024,RS,1995,1,Core,279500,4869900,795,12.62,0.05,670,156,13.8761466839291,1995,2005,2015,10,10,M,SF.spruce
p020,ACPE,"striped maple",8to10cm,9,0,0,2,0.0024,STM,1995,1,Core,279500,4869900,795,12.62,0.05,670,156,13.8761466839291,1995,2005,2015,10,10,M,SF.spruce
p020,BEAL,"yellow birch",8to10cm,9,0,0,3,0.0024,YB,1995,1,Core,279500,4869900,795,12.62,0.05,670,156,13.8761466839291,1995,2005,2015,10,10,M,SF.spruce
p021,FAGR,beech,8to10cm,9,0,16,3,0.0024,AB,1995,1,Core,279500,4869700,795,12.62,0.05,655,102,20.5270520287448,1995,2005,2015,10,10,M,NH.wood
p021,ACPE,"striped maple",8to10cm,9,0,0,2,0.0024,STM,1995,1,Core,279500,4869700,795,12.62,0.05,655,102,20.5270520287448,1995,2005,2015,10,10,M,NH.wood
p022,FAGR,beech,8to10cm,9,0,9,1,0.0024,AB,1995,1,Core,279500,4869600,795,12.62,0.05,675,98,12.9482950302069,1995,2005,2015,10,10,M,NH.wood
p022,ACSA,"sugar maple",8to10cm,9,0,0,1,0.0024,SM,1995,1,Core,279500,4869600,795,12.62,0.05,675,98,12.9482950302069,1995,2005,2015,10,10,M,NH.wood
p022,ACPE,"striped maple",8to10cm,9,0,0,7,0.0024,STM,1995,1,Core,279500,4869600,795,12.62,0.05,675,98,12.9482950302069,1995,2005,2015,10,10,M,NH.wood
p022,BEAL,"yellow birch",8to10cm,9,0,0,1,0.0024,YB,1995,1,Core,279500,4869600,795,12.62,0.05,675,98,12.9482950302069,1995,2005,2015,10,10,M,NH.wood
p023,FAGR,beech,8to10cm,9,1,5,3,0.0024,AB,1995,1,Core,279500,4869400,795,12.62,0.05,640,224,6.15519312485761,1995,2005,2015,10,10,M,NH.wood
p023,ACSP,"mountain maple",8to10cm,9,0,0,2,0.0024,MM,1995,1,Core,279500,4869400,795,12.62,0.05,640,224,6.15519312485761,1995,2005,2015,10,10,M,NH.wood
p023,ACSA,"sugar maple",8to10cm,9,0,0,4,0.0024,SM,1995,1,Core,279500,4869400,795,12.62,0.05,640,224,6.15519312485761,1995,2005,2015,10,10,M,NH.wood
