TreeID,FirstObs,PlotTag,Tag_15_current,Species_BEST_15,DBH_95,CrownStatus_95,TreeStatus_95,DBH_05,CrownStatus_05,TreeStatus_05,DBH_15,CrownStatus_15,TreeStatus_15,BBD_15,Time9505yr,Time0515yr,PlotAreaha,ElevB,Species4,SppCommon,Species2,Type,BIG5,YrRecruit
1_6182,First,p151,t4751,BF,27.6,I,1,33,D,1,37.1,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6183,First,p151,t4752,BF,21.3,C,1,24.8,D,1,27.4,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6184,First,p151,t4753,PB,24.4,C,1,25.5,I,1,27.9,C,1,NA,10,10,0.05,H,BEPA,"paper birch",PB,Hardwood,0,1995
1_6185,First,p151,t4754,BF,16.6,S,1,18.5,S,1,19.5,S,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6186,First,p151,t4755,BF,16.1,C,1,19.5,C,1,23.8,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6187,First,p151,t4756,YB,31.6,C,1,33.1,C,1,32.4,NA,5,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6188,First,p151,t4757,YB,23.5,C,1,24.6,C,1,25.4,C,1,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6189,First,p151,t4758,BF,18.1,C,1,18.1,NA,4,16.4,NA,5,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6190,First,p151,t4759,BF,11.5,S,1,13.3,S,1,15.6,S,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6191,First,p151,t4760,BF,16.9,D,1,17.8,C,1,17.7,NA,4,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6192,First,p151,t4761,BF,13.6,I,1,15.4,C,1,18.9,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6193,First,p151,t4762,BF,11.1,S,1,13,I,1,16.4,I,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6194,First,p151,t4763,MB,19.2,C,1,21,C,1,23,C,1,NA,10,10,0.05,H,BECO,"mountain birch",MB,Hardwood,0,1995
1_6195,First,p151,t4764,BF,27.4,C,1,31.2,D,1,33.6,D,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6196,First,p151,t4765,YB,18.2,NA,4,18.2,NA,4,17.2,NA,5,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6197,First,p151,t4766,YB,12.5,I,1,15.4,C,1,19.7,C,1,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6198,First,p151,t4767,BF,20.5,NA,4,20.5,NA,4,19,NA,5,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,NA
1_6199,First,p151,t4768,BF,14.9,I,1,17,C,1,19.5,I,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6200,First,p151,t4769,YB,14.2,NA,5,14.2,NA,6,NA,NA,NA,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6201,First,p151,t4770,PB,19,I,1,20.2,C,1,20.5,I,1,NA,10,10,0.05,H,BEPA,"paper birch",PB,Hardwood,0,1995
1_6202,First,p151,t4771,YB,35.2,NA,4,35.2,NA,5,NA,NA,6,NF2,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6203,First,p151,t4772,BF,11.3,I,1,15.7,C,1,20.8,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6204,First,p151,t4773,RS,30,C,1,31,C,1,33.6,C,1,NA,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,1995
1_6205,First,p151,t4774,RS,22.7,C,1,23.1,I,1,NA,NA,6,NF1,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,1995
1_6206,First,p151,t4775,RS,25.4,D,1,27.2,C,1,31.8,C,1,NA,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,1995
1_6207,First,p151,t4776,BF,36.3,D,1,36.9,D,1,37.7,C,2,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6208,First,p151,t4777,BF,21.4,I,1,21.4,NA,6,NA,NA,NA,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6209,First,p151,t4778,BF,16.2,S,1,18,C,1,22.2,I,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6210,First,p151,t4779,RS,17.8,NA,5,17.8,NA,6,NA,NA,NA,NA,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,NA
1_6211,First,p151,t4780,BF,19.4,I,1,19.4,NA,6,NA,NA,NA,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6212,First,p151,t4781,YB,17.2,I,1,17.2,NA,4,18.2,NA,5,NA,10,10,0.05,H,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6213,First,p151,t4782,BF,38,C,1,38,NA,4,38.3,NA,4,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6214,First,p151,t4783,PB,13.8,S,1,14,S,1,NA,NA,6,NF2,10,10,0.05,H,BEPA,"paper birch",PB,Hardwood,0,1995
1_6215,First,p151,t4784,MB,13.5,I,1,16.3,I,1,18.4,C,1,NA,10,10,0.05,H,BECO,"mountain birch",MB,Hardwood,0,1995
1_6216,First,p151,t4785,BF,12.3,NA,5,12.3,NA,5,NA,NA,6,NF2,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,NA
1_6217,First,p151,t13706,BF,18,C,1,22.4,C,1,28.4,C,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6218,First,p151,t13707,RS,18.1,C,1,19.9,C,1,24.2,C,1,NA,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,1995
1_6219,First,p151,t4788,RS,14.2,I,1,14.2,NA,4,NA,NA,6,NF1,10,10,0.05,H,PIRU,"red spruce",RS,Conifer,1,1995
1_6220,First,p151,t4789,BF,11,I,1,14.8,S,1,15.4,I,1,NA,10,10,0.05,H,ABBA,"balsam fir",BF,Conifer,1,1995
1_6221,First,p151,t5027,RM,14.1,S,1,14.1,NA,6,NA,NA,NA,NA,10,10,0.05,H,ACRU,"red maple",RM,Hardwood,0,1995
1_6222,First,p152,t5028,RM,24.8,C,1,26,I,1,25.7,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6223,First,p152,t5029,SM,23.6,C,1,24.8,C,1,25.7,C,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6224,First,p152,t5030,RM,17.1,C,1,17.4,I,1,17.5,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6225,First,p152,t5031,SM,34.3,C,1,36.5,C,1,38.3,C,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6226,First,p152,t5032,AB,17.9,I,1,20,I,1,20.3,S,1,2,10,10,0.05,L,FAGR,beech,AB,Hardwood,1,1995
1_6227,First,p152,t5033,SM,10.8,S,1,10.8,S,1,10.5,NA,4,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6228,First,p152,t5034,YB,38.9,C,1,44.2,C,1,41.7,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6229,First,p152,t5035,RS,32.6,C,1,33.5,C,1,34.4,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6230,First,p152,t5036,YB,41.5,C,1,42.2,C,1,40.3,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6231,First,p152,t5037,SM,10.3,S,1,11.2,I,1,11.6,I,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6232,First,p152,t5038,SM,12.8,S,1,13.3,S,1,13.5,S,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6233,First,p152,t5039,YB,32.5,C,1,33.7,C,1,34.4,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6234,First,p152,t5040,SM,36.9,C,1,38,C,1,38.3,C,2,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6235,First,p152,t5041,AB,16.8,NA,5,16.8,NA,6,NA,NA,NA,NA,10,10,0.05,L,FAGR,beech,AB,Hardwood,1,NA
1_6236,First,p152,t5042,BF,11.6,S,1,13.9,S,1,16.1,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6237,First,p152,t5043,RM,19.8,C,1,19.8,NA,5,NA,NA,6,NF2,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6238,First,p152,t5044,RM,34.2,C,1,37.3,C,1,39.6,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6239,First,p152,t5045,BF,20.3,NA,5,20.3,NA,5,19.6,NA,5,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_6240,First,p152,t5046,SM,29.1,C,1,31.8,C,1,33.5,C,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6241,First,p152,t5047,YB,25.1,C,1,27.3,C,1,29.6,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6242,First,p152,t5048,YB,12.5,S,1,12.8,S,2,12.5,NA,5,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6243,First,p152,t5049,YB,23.9,I,1,25.3,I,1,26.4,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6244,First,p152,t5050,YB,25.2,C,1,26.4,C,1,27.6,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6245,First,p152,t5051,SM,18.5,I,1,20.2,S,1,24.7,I,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6246,First,p152,t5052,SM,25.2,C,1,26.7,C,1,27.8,C,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6247,First,p152,t5053,SM,21,S,1,21.5,S,1,21.3,I,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_6248,First,p152,t5054,YB,13.4,NA,5,13.4,NA,5,NA,NA,6,NF2,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6249,First,p152,t5055,YB,33.1,C,1,34.8,C,1,35.7,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6250,First,p152,t5056,YB,29,C,1,29,C,1,29.1,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6251,First,p152,t5057,YB,33.5,C,1,36.1,C,1,38.6,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6252,First,p152,t5058,YB,36.4,C,1,38.8,C,1,40.6,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6253,First,p152,t5059,YB,29.3,C,1,30.5,C,1,31.7,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6254,First,p152,t5060,YB,17.8,C,1,18.4,I,1,18.9,I,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6255,First,p152,t5061,BF,32.3,NA,5,32.3,NA,5,31,NA,5,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_6256,First,p152,tn001,YB,38.1,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6257,First,p152,tn002,BF,29.9,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_6258,First,p152,tn003,RS,19.2,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_6259,First,p152,tn004,RM,13.4,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6260,First,p152,tn005,BF,23.6,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_6261,Second,p153,t10134,YB,NA,NA,NA,10.2,S,1,10.5,S,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,2005
1_6262,First,p153,t5062,RM,21.7,C,1,22.5,C,1,22.4,NA,4,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6263,First,p153,t5063,AB,11.1,I,1,12,I,1,13.9,I,1,1,10,10,0.05,L,FAGR,beech,AB,Hardwood,1,1995
1_6264,First,p153,t5064,YB,14.3,I,1,15.2,C,1,16.4,NA,4,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6265,First,p153,t5065,YB,13.4,NA,4,13.4,NA,5,NA,NA,6,NF2,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6266,First,p153,t5066,RS,42.7,C,1,44.3,C,1,46.4,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6267,First,p153,t5067,RM,15.9,I,1,17.2,I,1,18.6,I,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6268,First,p153,t5068,RM,23.5,C,1,23.7,I,1,23.7,I,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6269,First,p153,t5069,RM,16.3,S,1,16.8,I,1,17,I,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6270,First,p153,t5070,RS,36.7,C,1,38,C,1,40.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6271,First,p153,t5071,PB,18.3,NA,4,18.3,NA,5,NA,NA,6,NF2,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,NA
1_6272,First,p153,t5072,RS,42.7,C,1,43.7,C,1,45,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6273,First,p153,t5073,EH,45.6,D,1,45.6,NA,5,NA,NA,6,NF2,10,10,0.05,L,TSCA,hemlock,EH,Conifer,0,1995
1_6274,First,p153,t5074,RS,34.4,C,1,32.5,C,1,33.7,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6275,First,p153,t5075,RM,16.8,NA,4,16.8,NA,5,NA,NA,6,NF2,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6276,First,p153,t5076,RM,35,C,1,35.9,D,1,36.3,D,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6277,First,p153,t5077,RS,22.6,I,1,23.5,S,1,24.5,S,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6278,First,p153,t5078,BF,12.9,S,1,15.9,S,1,20,I,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6279,First,p153,t5079,EH,37,C,1,39.4,I,1,43.7,C,1,NA,10,10,0.05,L,TSCA,hemlock,EH,Conifer,0,1995
1_6280,First,p153,t5080,RM,34.6,C,1,35,C,1,35.7,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6281,First,p153,t5081,RM,10.9,NA,5,10.9,NA,5,NA,NA,6,NF3,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6282,First,p153,t5082,YB,15.1,NA,5,15.1,NA,5,NA,NA,6,NF2,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6283,First,p153,t5083,YB,24.3,C,1,26,C,1,27,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6284,First,p153,t5084,RS,25,C,1,26.3,I,1,28.2,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6285,First,p153,t5085,RS,27,I,1,27.2,I,1,26.8,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6286,First,p153,t5086,RS,41.4,C,1,45.1,C,1,45.4,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6287,First,p153,t5087,YB,17.1,NA,4,17.1,NA,6,NA,NA,NA,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6288,First,p153,t5088,RS,51,C,1,52.8,C,1,54,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6289,First,p153,t5089,RS,43.7,C,1,44.5,C,1,46.7,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6290,First,p153,t5090,YB,17.3,I,1,17.8,C,1,18.8,I,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6291,First,p153,t5091,RS,19.9,C,1,21.7,NA,1,22.3,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6292,First,p153,t10135,RM,18.3,NA,1,19.9,NA,1,24.2,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6293,First,p153,t5092,RM,11.1,NA,4,11.1,NA,6,NA,NA,NA,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6294,First,p153,t5093,YB,40.5,NA,5,40.5,NA,6,NA,NA,NA,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6295,First,p153,t5094,RM,26.6,I,1,26.1,C,1,24.4,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6296,First,p153,t5095,RM,22.3,I,1,22.2,C,1,22.1,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6297,First,p153,t5096,AB,10.2,S,1,11.9,S,1,14.9,I,1,1,10,10,0.05,L,FAGR,beech,AB,Hardwood,1,1995
1_6298,Second,p154,t10131,BF,NA,NA,NA,10.8,S,1,14.2,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,2005
1_6299,Second,p154,t10132,BF,NA,NA,NA,13.1,S,1,14.8,NA,4,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,2005
1_6300,Second,p154,t10133,RM,NA,NA,NA,10.2,S,1,11.4,S,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,2005
1_6301,First,p154,t5097,BF,10,S,1,11.5,S,1,14.4,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6302,First,p154,t5098,RS,11.4,S,1,12,S,1,13,S,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6303,First,p154,t5099,RM,25.5,I,1,26,C,1,26,C,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6304,First,p154,t5100,RM,25.7,I,1,26.5,C,1,27.7,C,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6305,First,p154,t5101,RM,14.8,S,1,15.2,I,1,14.9,NA,4,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6306,First,p154,t5102,RM,14.7,C,1,17,C,1,19.4,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6307,First,p154,t5103,PB,27,C,1,27.4,C,1,26.7,NA,4,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6308,First,p154,t5104,RS,10.8,S,1,11.4,S,1,11.5,S,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6309,First,p154,t5105,RM,10.2,S,1,10.2,NA,4,9.9,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6310,First,p154,t5106,PB,21,I,1,23.3,C,1,23.7,C,1,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6311,First,p154,t5107,RM,11.1,NA,4,11.1,NA,5,NA,NA,6,NF1,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6312,First,p154,t5108,RM,18.8,I,1,18.8,C,1,18.9,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6313,First,p154,t5109,RM,10.9,S,1,10.9,NA,5,10.2,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6314,First,p154,t5110,RM,24.9,C,1,27,C,1,29.7,C,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6315,First,p154,t5111,RM,24.2,I,1,24.4,C,1,24.8,C,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6316,First,p154,t5112,RM,20.8,I,1,21.7,C,1,22.5,I,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6317,First,p154,t5113,RS,10.2,NA,4,10.2,NA,6,NA,NA,NA,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_6318,First,p154,t5114,RS,11,S,1,11.8,S,1,13.9,S,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6319,First,p154,t5115,RM,28.7,C,1,30.7,C,1,32.8,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6320,First,p154,t5116,PB,11.6,S,1,11.7,S,1,11.2,NA,5,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6321,First,p154,t5117,RS,10,S,1,9.8,NA,4,NA,NA,6,NF1,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6322,First,p154,t5118,PB,21.1,C,1,21.7,C,1,21.6,NA,4,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6323,First,p154,t5119,BF,11.7,S,1,12.8,S,2,16.2,I,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6324,First,p154,t5120,MB,17,I,1,17.3,C,1,17.4,I,1,NA,10,10,0.05,L,BECO,"mountain birch",MB,Hardwood,0,1995
1_6325,First,p154,t5121,BF,19.8,I,1,21.7,C,1,22.8,NA,4,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6326,First,p154,t5122,PB,27.9,I,1,28.4,I,1,28.6,NA,4,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6327,First,p154,t5123,BF,20.2,S,1,23,I,1,23.4,NA,4,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6328,First,p154,t5124,RM,33.9,C,1,35.2,C,1,36.3,C,2,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6329,First,p154,t5125,YB,12.9,I,1,13.2,I,1,13.8,I,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6330,First,p154,t5126,RM,33.2,C,1,35.8,C,1,38.2,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6331,First,p154,t5127,BF,11.9,S,1,13.4,S,1,15,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6332,First,p154,t5128,RM,23.3,C,1,24.5,C,1,26.3,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6333,First,p154,t5129,RM,22.9,I,1,23.2,I,1,23.9,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6334,First,p154,t5130,RM,12.1,S,1,13.7,I,1,14.2,I,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6335,First,p154,t5131,RM,18,I,1,19.6,C,1,20.3,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6336,First,p154,t5132,RM,12.8,S,1,12.8,I,1,13.5,S,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6337,First,p154,t5133,YB,50.9,NA,4,50.9,NA,5,41.3,NA,5,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_6338,First,p154,t5134,RS,37.2,D,1,39.4,C,1,42.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6339,First,p154,t5135,RS,24.8,C,1,26.5,C,1,27.6,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6340,First,p154,t5136,BF,10.5,S,1,14.5,S,1,17.7,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6341,First,p154,t5137,BF,17.7,S,1,19.3,S,1,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6342,First,p154,t5138,RM,28.7,C,1,30.1,C,1,31.3,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6343,First,p154,t5139,RM,23.4,C,1,24.8,C,1,26.3,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6344,First,p154,t5140,BF,11.6,S,1,12.4,S,1,12.9,NA,4,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6345,First,p154,t5141,BF,22.1,I,1,22.1,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6346,First,p154,t5142,RM,22.5,I,1,24,C,1,25.4,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6347,First,p154,t5143,BF,13.5,S,1,16,S,1,14.6,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_6348,First,p154,t5144,RM,39.9,NA,5,39.9,NA,5,NA,NA,6,NF2,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,NA
1_6349,First,p154,t5145,PB,22.1,I,1,24,C,1,24.4,I,1,NA,10,10,0.05,L,BEPA,"paper birch",PB,Hardwood,0,1995
1_6350,First,p154,t5146,RS,18.9,C,1,19,I,2,18.7,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6351,First,p154,t5147,RM,28.7,C,1,32.5,D,1,35.4,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6352,First,p154,t5148,YB,24,I,1,24.3,C,1,24.8,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_6353,First,p154,t5149,RM,13,I,1,13.4,C,1,13.6,C,1,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_6354,First,p154,t5150,RS,34.5,D,1,36.2,C,1,37.8,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6355,First,p154,t5151,RS,10.9,S,1,11.4,S,1,12,S,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_6356,Second,p155,t10123,BF,NA,NA,NA,10.5,S,1,12,S,1,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,2005
